airline_name,date_of_journey,month,month_name,day_of_week,is_weekend,Source,destination,route,Origin,Stop_1,Stop_2,Stop3,Total_stops,dep_time,Arrival_time,Duration,Duration_mins,Route_Type,Additional_info,Price,Price_Per_Min
Vistara,22-01-2025,1,January,Wednesday,No,Bangalore,Chennai,BAN-CHE,BAN,CHE,,,non-stop,12:36,03:06,5h 45min,345,Domestic_Long,Limited seats,9295,26.94
Vistara,19-12-2022,12,December,Monday,No,Goa,Ahmedabad,GOA-KOL-AHM,GOA,KOL,AHM,,1 stop,02:16,17:58,3h 15min,195,Domestic_Long,WiFi available,4031,20.67
TruJet,23-01-2021,1,January,Saturday,No,Cochin,Guwahati,COC-AHM-JAI-CHE-GUW,COC,AHM,JAI,CHE,3 stops,17:24,11:28,1h 30min,90,Domestic_Short,Red-eye flight,11485,127.61
AirAsia India,05-11-2023,11,November,Sunday,No,Hyderabad,Jaipur,HYD-CHE-JAI,HYD,CHE,JAI,,1 stop,08:54,12:34,3h 45min,225,Domestic_Long,In-flight meal not included,12725,56.56
Vistara,15-03-2021,3,March,Monday,No,Ahmedabad,Raipur,AHM-RAI,AHM,RAI,,,non-stop,20:35,15:10,12h 45min,765,Domestic_Long,Limited seats,3035,3.97
GoAir,08-12-2023,12,December,Friday,Yes,Lucknow,Varanasi,LUC-JAI-COC-VAR,LUC,JAI,COC,VAR,2 stops,08:11,08:19,13h 15min,795,Domestic_Long,In-flight meal not included,11633,14.63
TruJet,11-07-2023,7,July,Tuesday,Yes,Patna,Delhi,PAT-DEL,PAT,DEL,,,non-stop,04:30,09:28,11h 30min,690,Domestic_Long,Red-eye flight,6218,9.01
IndiGo,02-08-2022,8,August,Tuesday,No,Raipur,Delhi,RAI-MUM-JAI-DEL,RAI,MUM,JAI,DEL,2 stops,02:27,06:47,15h 15min,915,Domestic_Long,Extra baggage allowed,10667,11.66
Vistara,22-04-2025,4,April,Tuesday,No,Goa,Cochin,GOA-LUC-VAR-SUR-COC,GOA,LUC,VAR,SUR,3 stops,11:33,06:35,3h 45min,225,Domestic_Long,In-flight meal not included,9010,40.04
SpiceJet,05-02-2024,2,February,Monday,No,Kolkata,Bangalore,KOL-PAT-BAN,KOL,PAT,BAN,,1 stop,23:45,00:31,4h 30min,270,Domestic_Long,Limited seats,7501,27.78
AirAsia India,25-03-2023,3,March,Saturday,No,Patna,Ahmedabad,PAT-BAN-PUN-MUM-AHM,PAT,BAN,PUN,MUM,3 stops,00:21,14:41,3h 15min,195,Domestic_Long,No info,6728,34.5
Akasa Air,27-10-2023,10,October,Friday,No,Guwahati,Bhubaneswar,GUW-IND-KOL-BHU,GUW,IND,KOL,BHU,2 stops,14:09,23:11,10h 0min,600,Domestic_Long,1 Long layover,12258,20.43
AirAsia India,23-07-2021,7,July,Friday,Yes,Raipur,Jaipur,RAI-JAI,RAI,JAI,,,non-stop,06:22,04:45,6h 0min,360,Domestic_Long,In-flight meal not included,8415,23.38
SpiceJet,27-06-2021,6,June,Sunday,Yes,Lucknow,Bhubaneswar,LUC-BHU,LUC,BHU,,,non-stop,14:14,17:51,10h 30min,630,Domestic_Long,Red-eye flight,11135,17.67
SpiceJet,28-01-2020,1,January,Tuesday,No,Guwahati,Raipur,GUW-DEL-RAI,GUW,DEL,RAI,,1 stop,10:11,14:20,2h 0min,120,Domestic_Long,WiFi available,7996,66.63
IndiGo,09-07-2023,7,July,Sunday,No,Ahmedabad,Indore,AHM-BAN-HYD-IND,AHM,BAN,HYD,IND,2 stops,16:07,01:39,7h 15min,435,Domestic_Long,No info,7683,17.66
SpiceJet,23-04-2024,4,April,Tuesday,No,Pune,Nagpur,PUN-NAG,PUN,NAG,,,non-stop,13:16,17:47,7h 45min,465,Domestic_Long,No info,8384,18.03
TruJet,08-03-2023,3,March,Wednesday,No,Indore,Goa,IND-GOA,IND,GOA,,,non-stop,04:33,17:07,5h 45min,345,Domestic_Long,1 Long layover,9732,28.21
Star Air,18-05-2025,5,May,Sunday,No,Varanasi,Guwahati,VAR-GOA-GUW,VAR,GOA,GUW,,1 stop,23:52,05:25,1h 15min,75,Domestic_Short,WiFi available,8724,116.32
IndiGo,22-07-2021,7,July,Thursday,Yes,Pune,Mumbai,PUN-MUM,PUN,MUM,,,non-stop,05:57,19:22,15h 15min,915,Domestic_Long,Limited seats,7854,8.58
AirAsia India,01-12-2021,12,December,Wednesday,Yes,Nagpur,Indore,NAG-CHE-GUW-IND,NAG,CHE,GUW,IND,2 stops,15:06,16:53,2h 30min,150,Domestic_Long,New aircraft,10370,69.13
Alliance Air,06-06-2021,6,June,Sunday,No,Raipur,Kolkata,RAI-KOL,RAI,KOL,,,non-stop,22:09,15:21,14h 15min,855,Domestic_Long,New aircraft,9782,11.44
Akasa Air,14-05-2022,5,May,Saturday,No,Indore,Chennai,IND-CHE,IND,CHE,,,non-stop,04:31,21:10,9h 15min,555,Domestic_Long,New aircraft,2572,4.63
Star Air,14-03-2025,3,March,Friday,No,Pune,Ahmedabad,PUN-COC-CHE-AHM,PUN,COC,CHE,AHM,2 stops,13:40,21:51,10h 30min,630,Domestic_Long,No info,5063,8.04
Air India,05-05-2020,5,May,Tuesday,No,Varanasi,Indore,VAR-PUN-IND,VAR,PUN,IND,,1 stop,16:58,11:14,10h 15min,615,Domestic_Long,Business class available,5699,9.27
AirAsia India,10-04-2021,4,April,Saturday,No,Goa,Mumbai,GOA-VAR-MUM,GOA,VAR,MUM,,1 stop,19:46,01:43,10h 45min,645,Domestic_Long,WiFi available,11100,17.21
AirAsia India,17-08-2022,8,August,Wednesday,Yes,Guwahati,Bangalore,GUW-BAN,GUW,BAN,,,non-stop,04:02,01:32,10h 15min,615,Domestic_Long,Extra baggage allowed,7130,11.59
Air India,25-10-2019,10,October,Friday,Yes,Pune,Raipur,PUN-COC-RAI,PUN,COC,RAI,,1 stop,09:04,23:54,6h 30min,390,Domestic_Long,1 Long layover,6858,17.58
AirAsia India,06-08-2022,8,August,Saturday,No,Surat,Kolkata,SUR-JAI-KOL,SUR,JAI,KOL,,1 stop,06:31,10:28,4h 15min,255,Domestic_Long,Business class available,11978,46.97
Star Air,15-02-2019,2,February,Friday,No,Goa,Bangalore,GOA-GUW-NAG-BAN,GOA,GUW,NAG,BAN,2 stops,10:26,08:45,9h 30min,570,Domestic_Long,1 Long layover,10722,18.81
Vistara,09-06-2023,6,June,Friday,No,Jaipur,Goa,JAI-RAI-PAT-AHM-GOA,JAI,RAI,PAT,AHM,3 stops,19:37,08:16,3h 15min,195,Domestic_Long,Business class available,6524,33.46
AirAsia India,13-10-2020,10,October,Tuesday,No,Bhubaneswar,Hyderabad,BHU-BAN-NAG-HYD,BHU,BAN,NAG,HYD,2 stops,12:29,11:20,13h 0min,780,Domestic_Long,WiFi available,4426,5.67
Vistara,24-05-2022,5,May,Tuesday,No,Lucknow,Varanasi,LUC-NAG-VAR,LUC,NAG,VAR,,1 stop,03:51,21:51,13h 15min,795,Domestic_Long,Red-eye flight,5769,7.26
IndiGo,02-02-2021,2,February,Tuesday,Yes,Patna,Goa,PAT-BAN-GOA,PAT,BAN,GOA,,1 stop,16:05,02:49,15h 45min,945,Domestic_Long,Limited seats,12395,13.12
IndiGo,19-01-2022,1,January,Wednesday,Yes,Goa,Indore,GOA-KOL-IND,GOA,KOL,IND,,1 stop,16:52,10:32,9h 30min,570,Domestic_Long,1 Long layover,9445,16.57
AirAsia India,18-12-2022,12,December,Sunday,No,Lucknow,Pune,LUC-RAI-PUN,LUC,RAI,PUN,,1 stop,22:00,23:05,6h 45min,405,Domestic_Long,New aircraft,5626,13.89
Alliance Air,08-08-2024,8,August,Thursday,No,Bhubaneswar,Indore,BHU-IND,BHU,IND,,,non-stop,22:13,16:39,2h 45min,165,Domestic_Long,Business class available,11012,66.74
GoAir,12-08-2020,8,August,Wednesday,No,Guwahati,Surat,GUW-NAG-PAT-SUR,GUW,NAG,PAT,SUR,2 stops,10:28,17:00,12h 45min,765,Domestic_Long,Red-eye flight,7531,9.84
Vistara,06-01-2020,1,January,Monday,No,Delhi,Patna,DEL-SUR-PAT,DEL,SUR,PAT,,1 stop,19:24,12:15,10h 45min,645,Domestic_Long,Extra baggage allowed,11557,17.92
Vistara,11-06-2025,6,June,Wednesday,No,Bangalore,Raipur,BAN-GOA-JAI-DEL-RAI,BAN,GOA,JAI,DEL,3 stops,19:05,08:08,5h 0min,300,Domestic_Long,Extra baggage allowed,14394,47.98
AirAsia India,01-07-2023,7,July,Saturday,Yes,Ahmedabad,Lucknow,AHM-COC-GUW-HYD-LUC,AHM,COC,GUW,HYD,3 stops,21:41,15:25,3h 0min,180,Domestic_Long,Business class available,14286,79.37
AirAsia India,28-04-2020,4,April,Tuesday,Yes,Patna,Surat,PAT-IND-VAR-SUR,PAT,IND,VAR,SUR,2 stops,04:30,06:56,5h 15min,315,Domestic_Long,Business class available,6078,19.3
Alliance Air,20-12-2024,12,December,Friday,No,Patna,Jaipur,PAT-GOA-JAI,PAT,GOA,JAI,,1 stop,18:44,08:59,5h 30min,330,Domestic_Long,Limited seats,12215,37.02
TruJet,13-11-2020,11,November,Friday,No,Bangalore,Raipur,BAN-PUN-NAG-MUM-RAI,BAN,PUN,NAG,MUM,3 stops,15:09,04:23,8h 15min,495,Domestic_Long,New aircraft,6413,12.96
TruJet,04-11-2023,11,November,Saturday,No,Pune,Chennai,PUN-CHE,PUN,CHE,,,non-stop,11:34,18:02,15h 45min,945,Domestic_Long,In-flight meal not included,6559,6.94
Alliance Air,15-03-2025,3,March,Saturday,No,Patna,Guwahati,PAT-GUW,PAT,GUW,,,non-stop,10:28,19:41,13h 0min,780,Domestic_Long,1 Long layover,7473,9.58
Vistara,26-05-2020,5,May,Tuesday,No,Goa,Jaipur,GOA-RAI-GUW-JAI,GOA,RAI,GUW,JAI,2 stops,08:56,09:44,2h 0min,120,Domestic_Long,In-flight meal not included,13200,110
Akasa Air,09-02-2025,2,February,Sunday,Yes,Guwahati,Lucknow,GUW-PAT-CHE-PUN-LUC,GUW,PAT,CHE,PUN,3 stops,19:03,02:24,14h 0min,840,Domestic_Long,Red-eye flight,11716,13.95
IndiGo,12-08-2019,8,August,Monday,Yes,Delhi,Goa,DEL-CHE-SUR-HYD-GOA,DEL,CHE,SUR,HYD,3 stops,03:46,06:00,4h 15min,255,Domestic_Long,No info,14630,57.37
GoAir,10-05-2023,5,May,Wednesday,No,Surat,Guwahati,SUR-HYD-GUW,SUR,HYD,GUW,,1 stop,17:14,01:20,13h 30min,810,Domestic_Long,Red-eye flight,9517,11.75
IndiGo,27-03-2021,3,March,Saturday,No,Surat,Lucknow,SUR-HYD-BHU-LUC,SUR,HYD,BHU,LUC,2 stops,00:04,14:12,12h 30min,750,Domestic_Long,No info,12021,16.03
AirAsia India,20-11-2020,11,November,Friday,No,Raipur,Pune,RAI-PAT-PUN,RAI,PAT,PUN,,1 stop,02:47,04:07,8h 45min,525,Domestic_Long,In-flight meal not included,9256,17.63
Air India,16-09-2022,9,September,Friday,No,Bangalore,Varanasi,BAN-CHE-DEL-COC-VAR,BAN,CHE,DEL,COC,3 stops,22:31,13:10,1h 30min,90,Domestic_Short,Business class available,11861,131.79
Air India,09-10-2020,10,October,Friday,No,Guwahati,Ahmedabad,GUW-BAN-COC-MUM-AHM,GUW,BAN,COC,MUM,3 stops,06:43,15:02,6h 0min,360,Domestic_Long,Extra baggage allowed,11718,32.55
Air India,26-02-2022,2,February,Saturday,Yes,Varanasi,Raipur,VAR-MUM-RAI,VAR,MUM,RAI,,1 stop,21:12,18:50,5h 15min,315,Domestic_Long,Limited seats,7498,23.8
IndiGo,18-02-2024,2,February,Sunday,Yes,Mumbai,Guwahati,MUM-GUW,MUM,GUW,,,non-stop,14:13,20:37,11h 45min,705,Domestic_Long,1 Long layover,11202,15.89
GoAir,25-11-2022,11,November,Friday,No,Guwahati,Indore,GUW-HYD-BAN-SUR-IND,GUW,HYD,BAN,SUR,3 stops,01:41,09:22,2h 15min,135,Domestic_Long,WiFi available,14605,108.19
Akasa Air,28-11-2024,11,November,Thursday,No,Delhi,Chennai,DEL-CHE,DEL,CHE,,,non-stop,08:21,08:43,15h 45min,945,Domestic_Long,Extra baggage allowed,11397,12.06
Vistara,25-03-2019,3,March,Monday,No,Jaipur,Pune,JAI-SUR-GOA-AHM-PUN,JAI,SUR,GOA,AHM,3 stops,06:53,04:03,4h 0min,240,Domestic_Long,Red-eye flight,6291,26.21
GoAir,21-02-2025,2,February,Friday,No,Guwahati,Patna,GUW-MUM-DEL-IND-PAT,GUW,MUM,DEL,IND,3 stops,10:03,22:28,7h 15min,435,Domestic_Long,1 Long layover,14701,33.8
Star Air,22-06-2024,6,June,Saturday,No,Raipur,Patna,RAI-BHU-DEL-SUR-PAT,RAI,BHU,DEL,SUR,3 stops,12:18,16:44,3h 45min,225,Domestic_Long,No info,9015,40.07
SpiceJet,26-11-2024,11,November,Tuesday,Yes,Jaipur,Goa,JAI-NAG-HYD-GOA,JAI,NAG,HYD,GOA,2 stops,00:53,00:07,3h 0min,180,Domestic_Long,Red-eye flight,7581,42.12
Alliance Air,15-05-2025,5,May,Thursday,Yes,Nagpur,Raipur,NAG-IND-RAI,NAG,IND,RAI,,1 stop,07:34,17:03,7h 45min,465,Domestic_Long,Red-eye flight,12113,26.05
Alliance Air,02-10-2021,10,October,Saturday,No,Patna,Hyderabad,PAT-GOA-HYD,PAT,GOA,HYD,,1 stop,14:40,03:53,5h 30min,330,Domestic_Long,Business class available,3464,10.5
Vistara,11-01-2019,1,January,Friday,No,Delhi,Chennai,DEL-CHE,DEL,CHE,,,non-stop,17:45,09:27,13h 45min,825,Domestic_Long,1 Long layover,7450,9.03
Vistara,23-03-2019,3,March,Saturday,No,Chennai,Delhi,CHE-DEL,CHE,DEL,,,non-stop,02:53,08:16,3h 30min,210,Domestic_Long,1 Long layover,10128,48.23
Star Air,21-03-2020,3,March,Saturday,No,Delhi,Goa,DEL-CHE-IND-NAG-GOA,DEL,CHE,IND,NAG,3 stops,18:00,00:54,7h 45min,465,Domestic_Long,Limited seats,8744,18.8
SpiceJet,17-01-2021,1,January,Sunday,No,Indore,Guwahati,IND-KOL-LUC-BAN-GUW,IND,KOL,LUC,BAN,3 stops,17:15,02:11,5h 15min,315,Domestic_Long,WiFi available,8116,25.77
TruJet,08-07-2023,7,July,Saturday,Yes,Mumbai,Delhi,MUM-SUR-PAT-COC-DEL,MUM,SUR,PAT,COC,3 stops,15:31,18:47,1h 30min,90,Domestic_Short,In-flight meal not included,12150,135
TruJet,26-04-2023,4,April,Wednesday,Yes,Pune,Bhubaneswar,PUN-VAR-GOA-BHU,PUN,VAR,GOA,BHU,2 stops,08:50,12:45,10h 15min,615,Domestic_Long,In-flight meal not included,8970,14.59
Vistara,19-03-2023,3,March,Sunday,No,Indore,Bhubaneswar,IND-LUC-BHU,IND,LUC,BHU,,1 stop,15:03,08:36,10h 30min,630,Domestic_Long,No info,9210,14.62
SpiceJet,21-07-2019,7,July,Sunday,No,Bhubaneswar,Varanasi,BHU-LUC-NAG-GOA-VAR,BHU,LUC,NAG,GOA,3 stops,10:02,17:31,3h 0min,180,Domestic_Long,Extra baggage allowed,11976,66.53
Akasa Air,01-02-2022,2,February,Tuesday,No,Bangalore,Jaipur,BAN-SUR-JAI,BAN,SUR,JAI,,1 stop,02:07,05:39,8h 0min,480,Domestic_Long,WiFi available,12363,25.76
GoAir,23-03-2025,3,March,Sunday,No,Patna,Varanasi,PAT-VAR,PAT,VAR,,,non-stop,19:07,10:31,9h 0min,540,Domestic_Long,Extra baggage allowed,7965,14.75
Alliance Air,08-09-2019,9,September,Sunday,No,Delhi,Raipur,DEL-SUR-CHE-RAI,DEL,SUR,CHE,RAI,2 stops,22:31,19:15,6h 45min,405,Domestic_Long,WiFi available,13464,33.24
AirAsia India,22-05-2024,5,May,Wednesday,Yes,Pune,Nagpur,PUN-VAR-NAG,PUN,VAR,NAG,,1 stop,05:59,05:35,12h 45min,765,Domestic_Long,WiFi available,7869,10.29
Vistara,10-02-2023,2,February,Friday,Yes,Lucknow,Nagpur,LUC-AHM-JAI-VAR-NAG,LUC,AHM,JAI,VAR,3 stops,22:57,00:51,5h 45min,345,Domestic_Long,No info,9117,26.43
Vistara,28-11-2025,11,November,Friday,No,Pune,Surat,PUN-CHE-PAT-SUR,PUN,CHE,PAT,SUR,2 stops,16:41,23:19,5h 0min,300,Domestic_Long,1 Long layover,13323,44.41
TruJet,12-08-2023,8,August,Saturday,No,Cochin,Goa,COC-CHE-HYD-KOL-GOA,COC,CHE,HYD,KOL,3 stops,08:59,13:26,13h 15min,795,Domestic_Long,Limited seats,12580,15.82
IndiGo,26-02-2020,2,February,Wednesday,No,Guwahati,Hyderabad,GUW-PUN-HYD,GUW,PUN,HYD,,1 stop,03:33,06:38,8h 0min,480,Domestic_Long,Extra baggage allowed,12629,26.31
AirAsia India,22-06-2024,6,June,Saturday,No,Guwahati,Bangalore,GUW-GOA-KOL-COC-BAN,GUW,GOA,KOL,COC,3 stops,02:25,17:15,7h 0min,420,Domestic_Long,Extra baggage allowed,5801,13.81
Air India,02-02-2023,2,February,Thursday,No,Surat,Indore,SUR-NAG-PUN-AHM-IND,SUR,NAG,PUN,AHM,3 stops,08:46,17:11,6h 0min,360,Domestic_Long,1 Long layover,11919,33.11
Akasa Air,05-08-2023,8,August,Saturday,Yes,Raipur,Indore,RAI-IND,RAI,IND,,,non-stop,00:42,14:56,10h 30min,630,Domestic_Long,Extra baggage allowed,6044,9.59
Alliance Air,20-03-2025,3,March,Thursday,Yes,Goa,Kolkata,GOA-IND-GUW-VAR-KOL,GOA,IND,GUW,VAR,3 stops,01:09,00:27,9h 45min,585,Domestic_Long,Red-eye flight,9355,15.99
Air India,27-10-2024,10,October,Sunday,No,Cochin,Mumbai,COC-BAN-JAI-VAR-MUM,COC,BAN,JAI,VAR,3 stops,16:04,04:59,2h 30min,150,Domestic_Long,Red-eye flight,10485,69.9
TruJet,14-05-2024,5,May,Tuesday,No,Patna,Kolkata,PAT-RAI-BHU-KOL,PAT,RAI,BHU,KOL,2 stops,15:36,07:37,7h 15min,435,Domestic_Long,Red-eye flight,9503,21.85
TruJet,18-12-2019,12,December,Wednesday,No,Bhubaneswar,Delhi,BHU-COC-SUR-JAI-DEL,BHU,COC,SUR,JAI,3 stops,03:58,14:26,13h 45min,825,Domestic_Long,Business class available,8967,10.87
Alliance Air,24-11-2024,11,November,Sunday,No,Nagpur,Pune,NAG-BAN-BHU-VAR-PUN,NAG,BAN,BHU,VAR,3 stops,17:27,09:23,12h 15min,735,Domestic_Long,New aircraft,11323,15.41
Air India,04-05-2019,5,May,Saturday,No,Delhi,Lucknow,DEL-COC-BAN-LUC,DEL,COC,BAN,LUC,2 stops,17:47,19:10,12h 45min,765,Domestic_Long,1 Long layover,11766,15.38
AirAsia India,09-09-2021,9,September,Thursday,Yes,Mumbai,Guwahati,MUM-GUW,MUM,GUW,,,non-stop,00:51,21:33,6h 0min,360,Domestic_Long,Business class available,3191,8.86
SpiceJet,22-10-2021,10,October,Friday,Yes,Raipur,Kolkata,RAI-KOL,RAI,KOL,,,non-stop,14:05,19:56,7h 0min,420,Domestic_Long,New aircraft,9745,23.2
SpiceJet,11-08-2019,8,August,Sunday,No,Jaipur,Chennai,JAI-COC-PUN-NAG-CHE,JAI,COC,PUN,NAG,3 stops,14:43,18:36,15h 0min,900,Domestic_Long,1 Long layover,12537,13.93
SpiceJet,01-10-2021,10,October,Friday,No,Raipur,Guwahati,RAI-GUW,RAI,GUW,,,non-stop,03:53,04:45,6h 0min,360,Domestic_Long,In-flight meal not included,6655,18.49
Vistara,12-01-2020,1,January,Sunday,No,Patna,Hyderabad,PAT-GOA-HYD,PAT,GOA,HYD,,1 stop,15:26,19:09,3h 0min,180,Domestic_Long,Limited seats,7679,42.66
Star Air,23-04-2025,4,April,Wednesday,No,Raipur,Chennai,RAI-COC-AHM-IND-CHE,RAI,COC,AHM,IND,3 stops,17:24,05:47,10h 0min,600,Domestic_Long,New aircraft,10486,17.48
Akasa Air,10-01-2019,1,January,Thursday,No,Bhubaneswar,Nagpur,BHU-NAG,BHU,NAG,,,non-stop,19:37,23:11,5h 45min,345,Domestic_Long,1 Long layover,4467,12.95
TruJet,17-10-2025,10,October,Friday,Yes,Delhi,Nagpur,DEL-SUR-NAG,DEL,SUR,NAG,,1 stop,19:37,01:27,14h 15min,855,Domestic_Long,In-flight meal not included,6644,7.77
SpiceJet,18-03-2020,3,March,Wednesday,Yes,Pune,Mumbai,PUN-AHM-MUM,PUN,AHM,MUM,,1 stop,08:17,08:20,7h 45min,465,Domestic_Long,1 Long layover,10982,23.62
AirAsia India,27-12-2023,12,December,Wednesday,No,Chennai,Guwahati,CHE-SUR-HYD-PAT-GUW,CHE,SUR,HYD,PAT,3 stops,03:18,11:33,8h 30min,510,Domestic_Long,Extra baggage allowed,10905,21.38
Star Air,11-12-2020,12,December,Friday,No,Patna,Nagpur,PAT-CHE-SUR-MUM-NAG,PAT,CHE,SUR,MUM,3 stops,16:27,05:50,2h 15min,135,Domestic_Long,WiFi available,14141,104.75
Star Air,24-11-2025,11,November,Monday,No,Guwahati,Chennai,GUW-PAT-RAI-CHE,GUW,PAT,RAI,CHE,2 stops,00:46,05:57,5h 15min,315,Domestic_Long,WiFi available,13382,42.48
Alliance Air,08-12-2023,12,December,Friday,No,Ahmedabad,Patna,AHM-PAT,AHM,PAT,,,non-stop,21:09,11:22,15h 15min,915,Domestic_Long,No info,4419,4.83
TruJet,09-09-2022,9,September,Friday,No,Chennai,Goa,CHE-AHM-BAN-LUC-GOA,CHE,AHM,BAN,LUC,3 stops,18:31,10:12,15h 15min,915,Domestic_Long,Limited seats,8170,8.93
TruJet,24-04-2021,4,April,Saturday,Yes,Goa,Varanasi,GOA-VAR,GOA,VAR,,,non-stop,21:33,03:46,15h 0min,900,Domestic_Long,Business class available,10921,12.13
SpiceJet,15-12-2024,12,December,Sunday,Yes,Pune,Mumbai,PUN-VAR-MUM,PUN,VAR,MUM,,1 stop,13:15,21:18,9h 15min,555,Domestic_Long,In-flight meal not included,5381,9.7
Air India,24-11-2022,11,November,Thursday,No,Indore,Patna,IND-PAT,IND,PAT,,,non-stop,12:08,11:17,3h 15min,195,Domestic_Long,Red-eye flight,9162,46.98
SpiceJet,25-06-2023,6,June,Sunday,No,Goa,Nagpur,GOA-BHU-LUC-KOL-NAG,GOA,BHU,LUC,KOL,3 stops,14:57,05:04,5h 15min,315,Domestic_Long,New aircraft,10599,33.65
Alliance Air,16-03-2020,3,March,Monday,No,Bangalore,Cochin,BAN-HYD-MUM-COC,BAN,HYD,MUM,COC,2 stops,20:13,18:15,5h 0min,300,Domestic_Long,WiFi available,13391,44.64
Akasa Air,09-06-2021,6,June,Wednesday,No,Lucknow,Cochin,LUC-NAG-AHM-COC,LUC,NAG,AHM,COC,2 stops,00:36,01:40,3h 0min,180,Domestic_Long,Red-eye flight,13336,74.09
SpiceJet,13-09-2021,9,September,Monday,No,Mumbai,Cochin,MUM-LUC-IND-SUR-COC,MUM,LUC,IND,SUR,3 stops,09:37,13:56,2h 30min,150,Domestic_Long,WiFi available,8233,54.89
GoAir,10-03-2020,3,March,Tuesday,Yes,Nagpur,Varanasi,NAG-IND-VAR,NAG,IND,VAR,,1 stop,08:24,15:06,1h 45min,105,Domestic_Short,New aircraft,10795,102.81
AirAsia India,21-02-2024,2,February,Wednesday,Yes,Delhi,Hyderabad,DEL-MUM-PAT-HYD,DEL,MUM,PAT,HYD,2 stops,06:00,09:56,3h 30min,210,Domestic_Long,In-flight meal not included,13532,64.44
Akasa Air,04-01-2022,1,January,Tuesday,No,Goa,Lucknow,GOA-LUC,GOA,LUC,,,non-stop,10:41,15:05,1h 0min,60,Domestic_Short,Extra baggage allowed,11905,198.42
Air India,02-01-2020,1,January,Thursday,No,Hyderabad,Goa,HYD-COC-DEL-CHE-GOA,HYD,COC,DEL,CHE,3 stops,21:22,14:59,13h 0min,780,Domestic_Long,Extra baggage allowed,11044,14.16
Air India,14-05-2022,5,May,Saturday,No,Goa,Jaipur,GOA-JAI,GOA,JAI,,,non-stop,12:05,18:59,9h 0min,540,Domestic_Long,In-flight meal not included,9531,17.65
Air India,15-05-2023,5,May,Monday,No,Bangalore,Ahmedabad,BAN-CHE-AHM,BAN,CHE,AHM,,1 stop,22:01,02:59,11h 30min,690,Domestic_Long,Red-eye flight,8261,11.97
GoAir,09-04-2024,4,April,Tuesday,No,Indore,Kolkata,IND-DEL-VAR-GOA-KOL,IND,DEL,VAR,GOA,3 stops,05:45,10:31,8h 30min,510,Domestic_Long,Extra baggage allowed,13515,26.5
TruJet,18-12-2024,12,December,Wednesday,Yes,Bangalore,Raipur,BAN-KOL-DEL-LUC-RAI,BAN,KOL,DEL,LUC,3 stops,07:30,14:51,4h 15min,255,Domestic_Long,In-flight meal not included,10972,43.03
Vistara,18-03-2024,3,March,Monday,Yes,Raipur,Indore,RAI-BAN-PUN-IND,RAI,BAN,PUN,IND,2 stops,01:35,23:00,8h 30min,510,Domestic_Long,Extra baggage allowed,13110,25.71
Akasa Air,26-11-2022,11,November,Saturday,No,Lucknow,Goa,LUC-GOA,LUC,GOA,,,non-stop,08:47,23:48,8h 45min,525,Domestic_Long,No info,7241,13.79
AirAsia India,26-05-2024,5,May,Sunday,No,Mumbai,Hyderabad,MUM-VAR-KOL-HYD,MUM,VAR,KOL,HYD,2 stops,11:04,06:54,9h 30min,570,Domestic_Long,New aircraft,6227,10.92
IndiGo,17-06-2022,6,June,Friday,No,Varanasi,Hyderabad,VAR-LUC-HYD,VAR,LUC,HYD,,1 stop,08:09,09:31,10h 0min,600,Domestic_Long,Red-eye flight,12420,20.7
SpiceJet,24-02-2023,2,February,Friday,No,Jaipur,Kolkata,JAI-HYD-DEL-KOL,JAI,HYD,DEL,KOL,2 stops,05:17,19:39,7h 0min,420,Domestic_Long,In-flight meal not included,7128,16.97
TruJet,26-01-2024,1,January,Friday,No,Surat,Lucknow,SUR-JAI-IND-LUC,SUR,JAI,IND,LUC,2 stops,15:45,07:49,1h 0min,60,Domestic_Short,Extra baggage allowed,15826,263.77
SpiceJet,20-08-2025,8,August,Wednesday,Yes,Goa,Lucknow,GOA-KOL-IND-LUC,GOA,KOL,IND,LUC,2 stops,05:08,20:44,1h 15min,75,Domestic_Short,1 Long layover,13711,182.81
Star Air,24-12-2022,12,December,Saturday,Yes,Mumbai,Goa,MUM-SUR-AHM-GOA,MUM,SUR,AHM,GOA,2 stops,07:44,07:34,8h 30min,510,Domestic_Long,Red-eye flight,6819,13.37
GoAir,08-08-2024,8,August,Thursday,No,Guwahati,Kolkata,GUW-LUC-VAR-KOL,GUW,LUC,VAR,KOL,2 stops,03:23,08:35,8h 45min,525,Domestic_Long,Extra baggage allowed,11359,21.64
Akasa Air,05-09-2021,9,September,Sunday,No,Varanasi,Delhi,VAR-DEL,VAR,DEL,,,non-stop,21:09,03:26,12h 30min,750,Domestic_Long,New aircraft,9588,12.78
AirAsia India,02-06-2023,6,June,Friday,No,Bhubaneswar,Pune,BHU-JAI-LUC-AHM-PUN,BHU,JAI,LUC,AHM,3 stops,10:28,23:40,3h 0min,180,Domestic_Long,In-flight meal not included,8381,46.56
TruJet,10-08-2020,8,August,Monday,No,Patna,Ahmedabad,PAT-COC-AHM,PAT,COC,AHM,,1 stop,05:28,09:30,8h 30min,510,Domestic_Long,Extra baggage allowed,11881,23.3
Air India,05-09-2019,9,September,Thursday,No,Mumbai,Delhi,MUM-IND-LUC-CHE-DEL,MUM,IND,LUC,CHE,3 stops,03:44,19:28,1h 45min,105,Domestic_Short,Limited seats,16332,155.54
